"","...1","product_code","station_number","year","month","mean_max","quality"
"848",1124,"IDCJAC0002","040214",1980,"August",23.4,"Y"
"849",1125,"IDCJAC0002","040214",1980,"September",27.2,"Y"
"850",1126,"IDCJAC0002","040214",1980,"October",26.8,"Y"
"851",1127,"IDCJAC0002","040214",1980,"November",29.1,"Y"
"852",1128,"IDCJAC0002","040214",1980,"December",28.2,"Y"
"853",1129,"IDCJAC0002","040214",1981,"January",29.1,"Y"
"854",1130,"IDCJAC0002","040214",1981,"February",29.8,"Y"
"855",1131,"IDCJAC0002","040214",1981,"March",29.8,"Y"
"856",1132,"IDCJAC0002","040214",1981,"April",27.5,"Y"
"857",1133,"IDCJAC0002","040214",1981,"May",23.9,"Y"
"858",1134,"IDCJAC0002","040214",1981,"June",20.9,"Y"
"859",1135,"IDCJAC0002","040214",1981,"July",20.9,"Y"
"860",1136,"IDCJAC0002","040214",1981,"August",22.7,"Y"
"861",1137,"IDCJAC0002","040214",1981,"September",25.4,"Y"
"862",1138,"IDCJAC0002","040214",1981,"October",25.2,"Y"
"863",1139,"IDCJAC0002","040214",1981,"November",26.3,"Y"
"864",1140,"IDCJAC0002","040214",1981,"December",30.2,"Y"
"865",1141,"IDCJAC0002","040214",1982,"January",29.7,"Y"
"866",1142,"IDCJAC0002","040214",1982,"February",29.8,"Y"
"867",1143,"IDCJAC0002","040214",1982,"March",28.9,"Y"
"868",1144,"IDCJAC0002","040214",1982,"April",26.5,"Y"
"869",1145,"IDCJAC0002","040214",1982,"May",24.6,"Y"
"870",1146,"IDCJAC0002","040214",1982,"June",21,"Y"
"871",1147,"IDCJAC0002","040214",1982,"July",20.9,"Y"
"872",1148,"IDCJAC0002","040214",1982,"August",22.1,"Y"
"873",1149,"IDCJAC0002","040214",1982,"September",24.1,"Y"
"874",1150,"IDCJAC0002","040214",1982,"October",25.5,"Y"
"875",1151,"IDCJAC0002","040214",1982,"November",27.1,"Y"
"876",1152,"IDCJAC0002","040214",1982,"December",29,"Y"
"877",1153,"IDCJAC0002","040214",1983,"January",29,"Y"
"878",1154,"IDCJAC0002","040214",1983,"February",30,"Y"
"879",1155,"IDCJAC0002","040214",1983,"March",29,"Y"
"880",1156,"IDCJAC0002","040214",1983,"April",25.9,"Y"
"881",1157,"IDCJAC0002","040214",1983,"May",23.6,"Y"
"882",1158,"IDCJAC0002","040214",1983,"June",20.4,"Y"
"883",1159,"IDCJAC0002","040214",1983,"July",19.9,"Y"
"884",1160,"IDCJAC0002","040214",1983,"August",21.3,"Y"
"885",1161,"IDCJAC0002","040214",1983,"September",25.7,"Y"
"886",1162,"IDCJAC0002","040214",1983,"October",25.8,"Y"
"887",1163,"IDCJAC0002","040214",1983,"November",26.8,"Y"
"888",1164,"IDCJAC0002","040214",1983,"December",27.7,"Y"
"889",1165,"IDCJAC0002","040214",1984,"January",28.7,"Y"
"890",1166,"IDCJAC0002","040214",1984,"February",29,"Y"
"891",1167,"IDCJAC0002","040214",1984,"March",28.7,"Y"
"892",1168,"IDCJAC0002","040214",1984,"April",25.6,"Y"
"893",1169,"IDCJAC0002","040214",1984,"May",23.5,"Y"
"894",1170,"IDCJAC0002","040214",1984,"June",21.4,"Y"
"895",1171,"IDCJAC0002","040214",1984,"July",19.3,"Y"
"896",1172,"IDCJAC0002","040214",1984,"August",22.4,"Y"
"897",1173,"IDCJAC0002","040214",1984,"September",23.9,"Y"
"898",1174,"IDCJAC0002","040214",1984,"October",24.3,"Y"
"899",1175,"IDCJAC0002","040214",1984,"November",27.3,"Y"
"900",1176,"IDCJAC0002","040214",1984,"December",29.7,"Y"
"901",1177,"IDCJAC0002","040214",1985,"January",30.7,"Y"
"902",1178,"IDCJAC0002","040214",1985,"February",29.3,"Y"
"903",1179,"IDCJAC0002","040214",1985,"March",27.7,"Y"
"904",1180,"IDCJAC0002","040214",1985,"April",26.4,"Y"
"905",1181,"IDCJAC0002","040214",1985,"May",23.5,"Y"
"906",1182,"IDCJAC0002","040214",1985,"June",20.2,"Y"
"907",1183,"IDCJAC0002","040214",1985,"July",20.7,"Y"
"908",1184,"IDCJAC0002","040214",1985,"August",21.4,"Y"
"909",1185,"IDCJAC0002","040214",1985,"September",23.8,"Y"
"910",1186,"IDCJAC0002","040214",1985,"October",25.5,"Y"
"911",1187,"IDCJAC0002","040214",1985,"November",26.6,"Y"
"912",1188,"IDCJAC0002","040214",1985,"December",30.6,"Y"
"913",1189,"IDCJAC0002","040214",1986,"January",30.2,"Y"
"914",1190,"IDCJAC0002","040214",1986,"February",30.1,"Y"
"915",1191,"IDCJAC0002","040214",1986,"March",28.5,"Y"
